rev_id,auto_labeled,damaging,goodfaith,rev_link,username,anonymous,first_edit_time,edit_years,label_damage,confidence_damage,label_faith,confidence_faith
644933637,False,False,True,https://en.wikipedia.org/w/index.php?oldid=644933637,WP_1.0_bot,False,"22:52, 4 February 2007",13.0,False,0.003599377374372465,True,0.9971419661473526
629393521,False,False,True,https://en.wikipedia.org/w/index.php?oldid=629393521,Konesama,False,"18:10, 9 April 2014",6.0,False,0.05128207295222262,True,0.9812732557864112
655365754,False,False,True,https://en.wikipedia.org/w/index.php?oldid=655365754,Tachs,False,"11:35, 12 September 2005",15.0,False,0.00829588249203139,True,0.9930397386485096
616502017,False,False,True,https://en.wikipedia.org/w/index.php?oldid=616502017,195.73.134.163,True,"13:09, 5 September 2008",12.0,True,0.5819398144818605,True,0.5315913920749118
651762922,False,False,True,https://en.wikipedia.org/w/index.php?oldid=651762922,Northamerica1000,False,"12:22, 8 June 2011",9.0,False,0.004404925690863449,True,0.9972086911131464
627285087,False,False,True,https://en.wikipedia.org/w/index.php?oldid=627285087,Blackgaia02,False,"09:36, 5 November 2006",14.0,False,0.019235582086479068,True,0.989893120353824
612824795,False,False,True,https://en.wikipedia.org/w/index.php?oldid=612824795,70.126.173.168,True,"18:22, 13 June 2014",6.0,True,0.5699382519332147,False,0.4783418346550973
654572034,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654572034,Northamerica1000,False,"12:22, 8 June 2011",9.0,False,0.003901321533686232,True,0.9971340817363168
623618264,False,False,True,https://en.wikipedia.org/w/index.php?oldid=623618264,Fetx2002,False,"11:38, 23 June 2010",10.0,False,0.014400221201499622,True,0.9845917105002868
651824841,False,False,True,https://en.wikipedia.org/w/index.php?oldid=651824841,Nickknack00,False,"06:18, 31 January 2013",7.0,False,0.026580331880801004,True,0.9881713386596714
632073318,False,False,True,https://en.wikipedia.org/w/index.php?oldid=632073318,I_dream_of_horses,False,"20:46, 13 May 2009",11.0,False,0.010222700203045769,True,0.9911412237840264
644660563,False,False,True,https://en.wikipedia.org/w/index.php?oldid=644660563,24.191.93.112,True,"09:02, 26 July 2014",6.0,True,0.5315813246962351,True,0.7093432887114318
632788939,False,False,True,https://en.wikipedia.org/w/index.php?oldid=632788939,Midas02,False,"17:47, 22 April 2010",10.0,False,0.03475237032333805,True,0.9721331699796496
626178947,False,False,True,https://en.wikipedia.org/w/index.php?oldid=626178947,A._Parrot,False,"23:34, 25 January 2006",14.0,False,0.009576134440448678,True,0.9942847927403708
629602968,False,False,True,https://en.wikipedia.org/w/index.php?oldid=629602968,Vivo78,False,"09:04, 13 July 2007",13.0,False,0.01631728588109645,True,0.9935869800492372
638734753,False,False,True,https://en.wikipedia.org/w/index.php?oldid=638734753,68.54.231.25,True,"04:07, 19 December 2014",6.0,False,0.06009778340281623,True,0.9676889003833752
634102630,False,False,True,https://en.wikipedia.org/w/index.php?oldid=634102630,GorgeCustersSabre,False,"22:20, 18 December 2008",12.0,False,0.035637984888001184,True,0.9807032860861504
640469309,False,False,True,https://en.wikipedia.org/w/index.php?oldid=640469309,COIBot,False,"13:34, 6 April 2007",13.0,False,0.00462725811345624,True,0.9972831848740152
