rev_id,auto_labeled,damaging,goodfaith,rev_link,username,anonymous,first_edit_time,edit_years,label_damage,confidence_damage,label_faith,confidence_faith,NUM
640313756,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=640313756,DiverDave,FALSE,8/6/08 22:29,12,FALSE,0.014567858,TRUE,0.99363233,0.83420787
612915014,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=612915014,178.59.66.56,TRUE,6/14/14 15:02,6,FALSE,0.14079301,TRUE,0.930939045,0.326387595
626479413,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=626479413,Ugog_Nizdast,FALSE,5/1/13 2:54,7,FALSE,0.002740981,TRUE,0.998122623,0.963471822
652462109,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=652462109,MediaWiki_message_delivery,FALSE,11/20/13 18:15,7,FALSE,0.003716525,TRUE,0.997798157,0.42725359
631806387,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=631806387,66.168.63.162,TRUE,10/30/14 21:40,6,TRUE,0.957934375,FALSE,0.0458764,0.403628643
625824192,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=625824192,98.184.84.226,TRUE,9/4/13 15:30,7,TRUE,0.876481559,FALSE,0.135953619,0.992635962
620631214,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=620631214,Junperson,FALSE,8/9/14 10:52,6,FALSE,0.037867758,TRUE,0.986194845,0.657138773
638228635,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=638228635,Wiki_CRUK_John,FALSE,5/1/14 14:28,6,TRUE,0.570246286,TRUE,0.958125394,0.165900248
621666815,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=621666815,Nightphoenix90,FALSE,5/15/13 23:16,7,FALSE,0.39186512,TRUE,0.540945798,0.044966845
611005001,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=611005001,Sandbergja,FALSE,11/21/11 23:27,9,FALSE,0.008981607,TRUE,0.992227322,0.643766478
637955662,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=637955662,Prodigyinfo,FALSE,12/12/14 2:02,6,TRUE,0.764067688,FALSE,0.222977671,0.196397181
624536453,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=624536453,203.45.244.55,TRUE,9/7/14 13:14,6,TRUE,0.956378782,FALSE,0.07377689,0.140753707
616911107,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=616911107,195.194.15.21,TRUE,7/2/14 10:44,6,TRUE,0.740847665,FALSE,0.31020666,0.285196132
611099282,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=611099282,76.112.195.216,TRUE,6/1/14 16:32,6,TRUE,0.809830444,FALSE,0.271741651,0.461113618
609386635,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=609386635,178.55.20.181,TRUE,5/20/14 14:13,6,FALSE,0.546517462,TRUE,0.783120095,0.702758715
628679266,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=628679266,64.150.8.14,TRUE,10/7/14 17:41,6,TRUE,0.974806392,FALSE,0.038947648,0.17387281
644139288,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=644139288,72.229.218.230,TRUE,1/25/15 19:17,5,TRUE,0.629845245,FALSE,0.410747414,0.053703453
623170348,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=623170348,Cloverleaf_II,FALSE,11/4/11 18:04,9,FALSE,0.005915947,TRUE,0.996069665,0.87928359
612888660,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=612888660,Pietaster,FALSE,10/28/05 16:39,15,FALSE,0.006386401,TRUE,0.99171577,0.974120471
637955662,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=637955662,Prodigyinfo,FALSE,12/12/14 2:02,6,TRUE,0.764067688,FALSE,0.222977671,0.874852465
644274923,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=644274923,Qattus1055v2,FALSE,1/26/15 17:11,5,TRUE,0.794801022,FALSE,0.184396763,0.390755504
640111969,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=640111969,Harshvardhan10,FALSE,12/29/14 16:35,6,TRUE,0.863882755,TRUE,0.760472162,0.830914692
616404139,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=616404139,71.81.154.36,TRUE,7/10/14 17:15,6,TRUE,0.925516847,FALSE,0.066860412,0.611373187
620720442,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=620720442,Beefy2008,FALSE,7/28/14 12:45,6,TRUE,0.746264752,FALSE,0.268614668,0.111063955
608333869,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=608333869,Yobot,FALSE,6/17/08 22:39,12,FALSE,0.010249818,TRUE,0.992274501,0.680213792
639821116,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=639821116,Tomruen,FALSE,4/28/04 7:49,16,FALSE,0.006031504,TRUE,0.993700871,0.93403974
607774504,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=607774504,Karlbroman,FALSE,5/9/14 13:48,6,FALSE,0.153049538,TRUE,0.908592749,0.657361047
615092229,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=615092229,202.49.20.90,TRUE,7/28/08 2:56,12,TRUE,0.957215168,FALSE,0.047284189,0.232374337
608010176,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=608010176,Master_of_Time,FALSE,2/25/13 3:58,7,FALSE,0.012090849,TRUE,0.990566555,0.72844278
637779340,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=637779340,166.137.139.28,TRUE,6/3/10 1:49,10,TRUE,0.858601023,TRUE,0.864308756,0.110239796
637178362,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=637178362,Sizzle808mafiacb,FALSE,12/8/14 15:35,6,TRUE,0.885820454,FALSE,0.082302247,0.098766703
608566123,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=608566123,Darkfrog24,FALSE,11/30/06 3:34,14,FALSE,0.006509748,TRUE,0.995985061,0.050593018
651809739,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=651809739,70.89.56.150,TRUE,4/4/06 14:49,14,TRUE,0.96657335,FALSE,0.026410676,0.76934584
656068880,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=656068880,Krmrs123,FALSE,4/9/15 17:01,5,TRUE,0.841246957,FALSE,0.203775123,0.447146295
624633966,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=624633966,Dianteg1,FALSE,9/4/13 15:09,7,FALSE,0.011643234,TRUE,0.995843516,0.121911863
656093686,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=656093686,Yobot,FALSE,6/17/08 22:39,12,FALSE,0.013016619,TRUE,0.988498285,0.860612503
621151752,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=621151752,Jimmypopeyedoyle,FALSE,6/1/13 17:25,7,FALSE,0.067498025,TRUE,0.977542574,0.580222977
652229250,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=652229250,MediaWiki_message_delivery,FALSE,11/20/13 18:15,7,FALSE,0.003716525,TRUE,0.997798157,0.707258966
638500008,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=638500008,TimidGuy,FALSE,9/1/06 21:07,14,FALSE,0.013634655,TRUE,0.993850778,0.141333512
613288414,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=613288414,197.123.0.144,TRUE,6/17/14 14:07,6,FALSE,0.155713493,TRUE,0.920708641,0.021919055
642386928,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=642386928,Bakete,FALSE,10/23/13 15:58,7,FALSE,0.011078434,TRUE,0.99392659,0.669216539
611888052,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=611888052,Littlekelv,FALSE,2/5/14 0:34,6,FALSE,0.012307075,TRUE,0.994237145,0.692332617
636645346,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=636645346,SuperAwesomeStitch007,FALSE,12/4/14 19:02,6,TRUE,0.745503696,TRUE,0.891055024,0.82208523
643549090,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=643549090,Chenais,FALSE,7/21/04 14:05,16,FALSE,0.026452321,TRUE,0.986067995,0.751351168
645851300,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=645851300,Kendrick7,FALSE,12/23/05 9:53,15,FALSE,0.005567635,TRUE,0.99614355,0.98352244
630584953,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=630584953,Vallariop,FALSE,10/21/14 23:41,6,TRUE,0.887718884,FALSE,0.10779011,0.196001856
627808024,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=627808024,Hamish59,FALSE,10/21/11 17:13,9,FALSE,0.004998026,TRUE,0.996261707,0.838396012
627016972,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=627016972,StAnselm,FALSE,4/2/07 2:05,13,FALSE,0.007476987,TRUE,0.99468042,0.910657726
641378615,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=641378615,125.16.0.198,TRUE,2/26/14 18:50,6,TRUE,0.862822848,FALSE,0.158431409,0.585201272
605651771,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=605651771,205.202.39.162,TRUE,4/24/14 19:57,6,TRUE,0.905439778,FALSE,0.074963146,0.00476958
618695642,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=618695642,175.144.191.181,TRUE,7/27/14 17:13,6,TRUE,0.952528293,FALSE,0.066599896,0.599490173
654206925,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=654206925,XLinkBot,FALSE,1/11/08 5:44,12,FALSE,0.002650655,TRUE,0.997964853,0.07720699
630728711,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=630728711,217.23.69.206,TRUE,2/15/11 17:00,9,TRUE,0.89183305,FALSE,0.128184532,0.916899334
633951397,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=633951397,Legobot,FALSE,6/14/08 17:56,12,FALSE,0.620593021,TRUE,0.987501081,0.497740997
654560501,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=654560501,70.162.75.109,TRUE,4/1/15 23:19,5,TRUE,0.938035521,FALSE,0.059934109,0.760547645
625761971,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=625761971,BattyBot,FALSE,12/30/11 0:11,9,FALSE,0.61154232,TRUE,0.991816289,0.476428207
650161604,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=650161604,Unreal7,FALSE,5/15/10 20:30,10,FALSE,0.010461666,TRUE,0.992964795,0.946875739
637329379,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=637329379,5.103.14.10,TRUE,12/9/14 15:20,6,TRUE,0.740493336,TRUE,0.679049327,0.491146768
632637244,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=632637244,186.86.139.87,TRUE,10/29/14 23:46,6,TRUE,0.852017171,FALSE,0.218752219,0.971783836
647651486,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=647651486,43.251.174.101,TRUE,2/18/15 2:54,5,FALSE,0.498167903,FALSE,0.489484679,0.942397048
636481410,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=636481410,199.216.105.226,TRUE,9/25/14 16:32,6,TRUE,0.806264716,FALSE,0.213133928,0.714393426
629089660,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=629089660,66.206.97.139,TRUE,9/22/14 16:57,6,TRUE,0.96920384,FALSE,0.040859965,0.218567554
647187131,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=647187131,Suttonecu,FALSE,2/11/15 2:28,5,TRUE,0.727525709,TRUE,0.962965412,0.757944458
